,artist_name,track_name,track_id,popularity,album_name,album_id,album_release_date,album_type,track_duration_ms,explicit,track_number,disc_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_id,artist_uri,artist_genres,artist_popularity
471,Markee Steele,Real One,0sQfGbV1zRplFIt8KCLix4,0,Almost Time,4W70rltFIji6mUOe6DqOWl,2016-10-28,album,298066,True,11,1,0.823,0.703,9,-4.115,1,0.307,0.383,0.0,0.103,0.557,110.034,5nMTfzEJuc6MpG8c0l4WkW,spotify:artist:5nMTfzEJuc6MpG8c0l4WkW,[],6
472,Richard Danielpour,War Songs: No. 4. Year That Trembled and Reel'd Beneath Me,4leBVKJvReOooIa4RBFS2x,0,Richard Danielpour: Songs of Solitude & War Songs,2bkqncZRaTsRvJOCAViDIh,2016-10-14,album,155853,False,10,1,0.268,0.038,10,-27.736,0,0.0691,0.791,3.47e-05,0.152,0.0432,75.057,1X2h9tAUKWnt3RlUDHzfaA,spotify:artist:1X2h9tAUKWnt3RlUDHzfaA,['american contemporary classical'],5
473,Cobla Contemporània,Lluna plena sobre el mar,7dvy4wYfYpJ6BEsFoGjFqw,0,"Vint Tocats, 20è Aniversari",5qtmlFhXSN4O3pYmInIqYl,2016-05-20,album,138293,False,29,1,0.553,0.266,0,-6.194,1,0.0277,0.53,0.877,0.0552,0.663,100.488,1V6RXWblXwshAVoEyykt9L,spotify:artist:1V6RXWblXwshAVoEyykt9L,['catalan folk'],6
474,Boeseman,I Break You,1MRjI4773Ld1y7HHLhyFJs,0,Underground Lies,2oRL0EF8qXRattBS9mkJ4c,2016-09-30,single,311248,False,1,1,0.513,0.81,7,-8.123,1,0.0572,0.00168,0.896,0.651,0.154,129.972,100HYKisGtTiFErZoQxup8,spotify:artist:100HYKisGtTiFErZoQxup8,[],0
475,Balla T,Honest to God Truth,0ybYwwESNJcpDwVD41bxD2,0,Honest to God Truth 2,0Ah58WB1NdpB1mUj3FMrQ3,2016-03-24,album,185861,False,7,1,0.721,0.603,5,-5.086,0,0.0772,0.00552,0.0,0.164,0.76,141.014,61njXlgGgouVBwUilSxYH6,spotify:artist:61njXlgGgouVBwUilSxYH6,[],0
476,Dominic Pettine,80's Rock Song,1DWiaRU6rjo8WYHEm75cX8,0,Border of Nowhere,1qf7YMYupa1VoD80S9BWs7,2016-07-04,single,177133,False,4,1,0.522,0.617,11,-6.698,1,0.0311,0.000872,0.0,0.313,0.243,119.062,5JNUaW1ImscsWA2QjJRR4E,spotify:artist:5JNUaW1ImscsWA2QjJRR4E,[],0
477,The Blues Shop Trio,Breaking All the Waves,6Eu4MKrkXLyVe7zjQ0azaJ,0,No. 3,0HV9sOhUnpGG0HgYlAWnnR,2016-01-13,album,255213,False,4,1,0.641,0.653,11,-8.273,1,0.0267,0.0135,1.89e-05,0.128,0.392,96.998,1msZ9uKtQ5rMT4WUqHTz8C,spotify:artist:1msZ9uKtQ5rMT4WUqHTz8C,[],0
478,Jonas Nkouka,Dieu ne ment jamais,6ghimxZMPGvjNQDLlUqV8E,0,Je te rends grâce,5oTD78oB2l9p6qUHwnmLS9,2016-10-06,album,249991,False,3,1,0.67,0.688,4,-7.843,0,0.0331,0.532,0.000963,0.0961,0.833,96.033,11ykvwta30Pk4KcquRD3EA,spotify:artist:11ykvwta30Pk4KcquRD3EA,[],0
479,Stilo Rocanrol,Estar Aqui,1lBecP2wpXQJAI1TmvfpKj,0,Esta adicción,5H6wwzECbAxCf843hPnZM8,2016-08-01,album,282076,False,9,1,0.375,0.925,7,-5.225,1,0.0369,0.0105,0.00189,0.131,0.846,145.357,5WHb0VOl4eVyEc26atUWtE,spotify:artist:5WHb0VOl4eVyEc26atUWtE,[],0
480,Growmoneyent,Mamma,3XmqR6GWIvtDBDsuNGlECZ,0,R.I.C.H ( Realizing It Can Happen),4U7xRjpvjjowmRv2panKyj,2016-06-03,album,287635,True,4,1,0.373,0.865,9,-6.641,1,0.4,0.00132,0.0,0.213,0.505,140.005,5NM4T5vzjErpRvNPkl668F,spotify:artist:5NM4T5vzjErpRvNPkl668F,[],0
481,Hole In The Head,Rude Boy Blues,4qkDeP2tG9JqWadGVLxQKR,0,Primitive Love,70rIYXTg3TNYTTQ5UwT8JH,2016-01-29,album,169880,False,6,1,0.574,0.944,1,-2.503,1,0.136,0.504,1.05e-06,0.35,0.933,95.522,15I5NxGP7hAUljtCeMQxSB,spotify:artist:15I5NxGP7hAUljtCeMQxSB,[],0
482,The Denis Sisters,High-Pitched Lonesome Sound,6RAzdajqcKAo7TAfpoUytS,0,Learn to Feel Joy,3F6pL0fA4IUoTvb9xoBaxg,2016-08-22,album,249080,False,3,1,0.502,0.638,4,-5.661,1,0.0303,0.139,4.65e-05,0.0775,0.581,151.955,71rzBNQZUVuYhIoIwA4k04,spotify:artist:71rzBNQZUVuYhIoIwA4k04,[],0
483,Ca$ha,All by Myself,5y1dFqWAxEpm00Xdhdn6Hi,0,All by Myself,5JEixxourQvbWZgjSRnF0y,2016-06-03,single,190509,True,1,1,0.451,0.563,1,-9.075,1,0.421,0.352,0.0,0.0953,0.334,83.957,2FkNtC9LJiwUPYSBuTStGI,spotify:artist:2FkNtC9LJiwUPYSBuTStGI,[],7
484,Lalit Sharma,Enjoy Night,2NmSkbEjuU8f7FhMhNpphb,0,Enjoy Night,724w45fM823awbpzUH4eUZ,2016-06-28,single,205061,False,1,1,0.945,0.881,7,-3.829,0,0.224,0.157,0.0,0.255,0.783,129.035,06u3dHdUIVQQwychYb2h8J,spotify:artist:06u3dHdUIVQQwychYb2h8J,[],0
485,Deep Dreams,Beautiful Night with Twinkling Stars,3JShm1MfpsE7sJRhUpRpFW,0,"Deep Sleep Relaxation - Relaxing Nap, Power Sleep Meditation, Insomnia Cures",0OaDlXxdb39dndVmY5f9bl,2016-11-25,album,210769,False,11,1,0.19,0.0184,10,-32.72,1,0.0375,0.989,0.96,0.102,0.0392,92.33,2FvoE645Zbx2jMO2Bf9POg,spotify:artist:2FvoE645Zbx2jMO2Bf9POg,[],19
486,Antoine Binant,Mille Et Une Perles,7e3IWFuoSLAIcPKAEj0AJj,0,Cinematic Melancholy,1rOyRTX1ibclS47z8tUT4W,2016-01-12,album,93228,False,14,1,0.233,0.0179,2,-23.769,1,0.0463,0.988,0.0966,0.12,0.173,168.401,72ldIElEAt5MeUGrEOhBzI,spotify:artist:72ldIElEAt5MeUGrEOhBzI,[],16
487,Ludwig van Beethoven,"String Quartet No. 7 in F Major, Op. 59 No. 1: IV. Allegro",2WTlsU1rtYoFa4UnfrJU15,0,"Beethoven: String Quartet No. 7 in F Major, Op. 59 / Shostakovich: String Quartet No. 10 in A-Flat Major, Op. 118",1DJ7lNP3QZRUUp3dgF05pZ,2016-09-16,album,470867,False,4,1,0.389,0.114,5,-21.163,1,0.0447,0.878,0.598,0.173,0.26,117.99,2wOqMjp9TyABvtHdOSOTUS,spotify:artist:2wOqMjp9TyABvtHdOSOTUS,"['classical', 'classical era', 'early romantic era', 'german romanticism']",69
488,Black Flavor,The Revenge March,6X7ok6LQo2KHuSJqYkjmtm,0,Into the Dark Side,2te0enOwrlkM8aqFAMmfgf,2016-06-09,album,292026,False,15,1,0.409,0.77,5,-8.788,1,0.0405,0.134,0.909,0.287,0.117,89.971,5XM1HInOhZ8TjR7TuhyJNf,spotify:artist:5XM1HInOhZ8TjR7TuhyJNf,[],0
489,Bien Dormir,Platitudes,6QArVFvgQGedY5W1FDCoHL,0,Bonne nuit avec Ambient,1o6P32DXkWFnb0his8BKp5,2016-11-14,album,234947,False,7,1,0.492,0.322,0,-13.843,1,0.0416,0.844,0.892,0.0978,0.0398,126.686,72JPqm1QEytnEIbNTrxq9I,spotify:artist:72JPqm1QEytnEIbNTrxq9I,[],0
490,Jon Dorsen,Take This Remnant (It Shines Like Gold),1q0dxiuVuzbsghoqc1BN7H,0,A Flare Over Knock John,1N4myCmjTF40UfhApCWzzG,2016-04-09,album,150689,False,8,1,0.26,0.444,5,-14.902,0,0.0538,0.992,0.867,0.116,0.294,71.579,2PeLjYYkWvY1l92v4dy84T,spotify:artist:2PeLjYYkWvY1l92v4dy84T,[],0
491,New Age Anti Stress Universe,Solar Plexus,4mrwg07LtWnBu0qhiASviE,0,"Close of Nature – New Age Music for Pilates, Yoga, Tantra, Meditation, Calmness Day at Home, Sounds of Nature to Relief Stress and Relax",4mujnwXTzZX7xuZUtH3480,2016-05-16,album,232054,False,4,1,0.203,0.178,7,-15.511,0,0.0378,0.974,0.866,0.0791,0.038,77.722,7av1EgRyZdtOzMtFWmzOuz,spotify:artist:7av1EgRyZdtOzMtFWmzOuz,[],9
492,Michel Mondrain,Sunset,5J6L2pUoYnjCL04AhI8vTO,0,Ashrama Yoga,3WS0jBnk4mzMSQKWMRGsWv,2016-09-10,album,148927,False,29,1,0.243,0.377,4,-8.171,0,0.0414,0.921,0.864,0.113,0.0369,108.267,4UwUTmJanOQvwAGmUKkewh,spotify:artist:4UwUTmJanOQvwAGmUKkewh,['atmosphere'],36
493,Deepspace,Encountering Giants,3r9J46B1tGhp6ANoyBtpAq,0,The Glittering Domain,4tMNUMSuTI3aepQ3d2a8G0,2016-10-09,album,567480,False,2,1,0.12,0.0875,7,-24.997,1,0.0416,0.843,0.898,0.0951,0.0354,96.788,0lbz7rIgD0oxtTdmiPE7Jm,spotify:artist:0lbz7rIgD0oxtTdmiPE7Jm,"['ambient', 'deep ambient', 'space ambient']",21
494,Johnny Vega,Hit Me Up,0Q6tmpnZ0nLHHdCbg7X2pO,0,Traumatized,07cxYbPk6jHe517W68sk0g,2016-11-24,album,330972,False,15,1,0.764,0.558,7,-9.88,1,0.299,0.00433,0.000578,0.117,0.418,110.204,29j9Zn1dqlgbQAMiWGWG9H,spotify:artist:29j9Zn1dqlgbQAMiWGWG9H,[],2
495,Shockwave-Sound,Beatplanets,0aUMDEK0kdlOlGp9K5GxgN,0,"Hardbeats, Vol. 2",6afhlHGgTE5oYZ06f02aca,2016-07-12,album,143237,False,4,1,0.75,0.954,1,-6.429,1,0.0807,0.0218,0.648,0.0781,0.537,122.007,63WTdWvRSWYMrDEKt2ycME,spotify:artist:63WTdWvRSWYMrDEKt2ycME,[],20
496,Chill Out 2016,Relax,2CWnGWb0g9YLanbCYWcjtG,0,"Chillout Full of Love - Easy Listening Chill Out Vibes, Sunshine Sounds, Chill Out Music, Summer Solstice, Positive Vibrations",0PiQACsIIe3aF0vyIbdyAP,2016-11-15,album,192011,False,2,1,0.73,0.651,2,-13.493,1,0.0457,0.000413,0.874,0.0964,0.233,109.966,286tXnlonqv43qFObj5UqO,spotify:artist:286tXnlonqv43qFObj5UqO,[],19
497,Jay Petrone,Game of Trones,7mXWzYENgZ3024yGxJBJLp,0,Life Is Roughie Toughie,6jIimDG76EwSXwQSDI8YpW,2016-07-08,album,190662,False,4,1,0.57,0.685,7,-5.031,1,0.538,0.353,0.0,0.0973,0.644,90.263,2oGirN3daGu26mBLEM6nQI,spotify:artist:2oGirN3daGu26mBLEM6nQI,[],0
498,Antonín Dvořák,"Vanda, Op. 25, B. 55, Act IV: Andante con moto",172RC2fPxpyWo8cqPSSdoj,0,"Dvořák: Vanda, Op. 25, B. 55",5xPrURMXoo12Svc83KNMJ4,2016-01-01,album,132866,False,1,3,0.198,0.0212,9,-31.675,0,0.0406,0.987,0.912,0.0969,0.0341,116.482,6n7nd5iceYpXVwcx8VPpxF,spotify:artist:6n7nd5iceYpXVwcx8VPpxF,"['classical', 'czech classical', 'late romantic era']",59
499,Mark Durant,Tomorrows Forever,2IJxwK005LfQa0s89eGl6g,0,Imagining,7r5fJDjuxrLdTmBuKqqNbn,2016,album,258177,False,2,1,0.571,0.443,0,-13.292,1,0.0385,0.0364,0.936,0.254,0.607,119.977,5wWpzsvaeMuWoXV9g3BMMT,spotify:artist:5wWpzsvaeMuWoXV9g3BMMT,[],3
500,Be Free Factory,Ocean Dreams,3bwoYhFiCCHNCX1yI9jr2r,0,"Chill Out for Relaxation – Ambient Chill, Relax Yourself, Calm Music, Soft Music",6THp99fiND82J8AXUIZ6Bw,2016-08-12,album,202793,False,1,1,0.554,0.271,0,-19.488,1,0.0376,0.847,0.945,0.177,0.0675,119.995,5SnenwCqUwvvPZB0573FeG,spotify:artist:5SnenwCqUwvvPZB0573FeG,[],0
501,Beral 2 Abstract,Métaphores,2tXT09ludS6IrYduopOQCt,0,Chansons d'amour,3KGbGEbKDHBrN5MujBeC0x,2016-02-03,album,284003,False,7,1,0.448,0.77,9,-4.685,0,0.0491,0.0702,0.191,0.302,0.0884,70.966,25YMlsBPCb6gFjjSRZKnLe,spotify:artist:25YMlsBPCb6gFjjSRZKnLe,[],0
502,Chakra Alchemy,Meditation: Combat Anxiety,48iDVOjSTev0T7EKMEk15u,0,Relax Radio - 50 Zen Garden Songs for Inner Peace,18daTFmfcuV0gh8otixmXD,2016-04-04,album,275017,False,32,1,0.0701,0.0621,0,-24.953,1,0.0379,0.872,0.876,0.0927,0.0757,75.96,0PQHDBXgzZzMKSJFggeM1n,spotify:artist:0PQHDBXgzZzMKSJFggeM1n,['chakra'],7
503,Stelmarya,Comanche,1x43uJgY0S25CkZIJigf2C,0,"Tribal Elements, Vol. 5",6qKYGSVKWS9Wqgaq6zdGVR,2016-12-28,compilation,481163,False,6,1,0.804,0.815,9,-7.651,0,0.0711,7.43e-05,0.922,0.0765,0.582,123.997,40PqsHa6eQV5NHU1ZEPkys,spotify:artist:40PqsHa6eQV5NHU1ZEPkys,[],0
504,Ed Function,Desk Job - Segeke's Dirty Mind Mix,520eFTlj5BDtx7MAhJabKj,0,Figurines A,3J81vdXnlBOurEU0BMxTOw,2016-07-28,compilation,401578,False,2,1,0.803,0.862,1,-11.845,1,0.0691,0.00619,0.56,0.0439,0.811,126.695,5VOmSLIlRyVfPFzOyJNXPQ,spotify:artist:5VOmSLIlRyVfPFzOyJNXPQ,[],0
505,Top 40,Deep Chill,10jeVbwpRcwk96AW9PAeFm,0,"Total Chill Out – Summer Chill Out Music, Relaxing Music, Bossa Lounge, Ambient Music, Take a Rest, Holiday Dreams",29OFjYzTMujS1xpbxDdXbU,2016-06-23,album,272033,False,12,1,0.626,0.225,11,-22.802,0,0.0421,0.834,0.931,0.071,0.193,90.028,5ayLGTByEwYu0fpL8l224B,spotify:artist:5ayLGTByEwYu0fpL8l224B,[],11
506,Glitter Grooves,A Child's Remorse - Deep Elements Mix,3k1GM5yXsqsRdeZWbAB1Lb,0,"Love & Deep, Vol. 2",06zw9WnDGVIIqOaY3y2KFx,2016-04-29,compilation,347520,False,10,1,0.88,0.847,7,-9.477,0,0.0929,0.0474,0.732,0.171,0.0746,124.986,1ETZkZX5s4Y0QedPu7eRoW,spotify:artist:1ETZkZX5s4Y0QedPu7eRoW,[],0
507,Gilles Peterson's Havana Cultura Band,Mi Yimboro - Djoyvan Remix,0FAJO9FXr1OEwxhj3aHGhm,0,Havana Cultura Rumba Sessions,0fjOdgYMWbWWgLUgAeI1M2,2016-03-11,album,386241,False,12,1,0.558,0.646,4,-9.157,0,0.0966,0.00717,0.11,0.127,0.408,123.042,4SoWhz7qApVfHCY5sy6Uq9,spotify:artist:4SoWhz7qApVfHCY5sy6Uq9,"['cuban alternative', 'latin afrobeat']",20
508,Travel Lips,Brown Park,223ZFqqcNYmIbm5DADUT0n,0,"In Da House (25 Groovy House Tunes), Vol. 2",7fnKHVsji2u4E5YdJDIt7v,2016-10-21,compilation,185280,False,21,1,0.803,0.831,9,-7.817,1,0.0413,1.17e-05,0.798,0.113,0.666,125.002,1X6RP33GlrqfnW2d1MBnI8,spotify:artist:1X6RP33GlrqfnW2d1MBnI8,[],0
509,Kevin Lewis,I'm Sorry,28G2oxWdyHVqVaRk0zJZp3,0,Elizabeth,7lRsE2nBUC8eH9jSgKkDAL,2016-05-21,album,234970,False,7,1,0.362,0.486,7,-5.12,1,0.0345,0.382,0.0,0.243,0.19,200.222,1r2SqGL4MtV5cDsyeEaeOz,spotify:artist:1r2SqGL4MtV5cDsyeEaeOz,[],0
510,Axel Chill,Comme une bouteille à la mer,25NmNIbRlrBPrWIC9ka04I,0,Comme Personne,7aKNvoVMXTf1gX3lnqRzm0,2016-11-15,album,220612,False,8,1,0.726,0.769,0,-5.293,1,0.0315,0.0777,9.54e-06,0.324,0.491,130.032,3OnGUxQ5TGP3ckoLzdhcdu,spotify:artist:3OnGUxQ5TGP3ckoLzdhcdu,['rennes indie'],0
511,FANTASMO,Optica Distorsionada,3S5NCwJKjJ16UlYWznSkH5,0,Universo Paralelo,4sEMROPkV0oL2sInGH2MjF,2016-08-01,album,48065,False,9,1,0.512,0.911,2,-6.379,1,0.0571,1.88e-05,0.0202,0.243,0.971,150.051,0yhoMoOhQzCGB8k2D15vNm,spotify:artist:0yhoMoOhQzCGB8k2D15vNm,[],0
512,Ravage Ritual,Powered by Torment,5iBuHzNEmHmCBWABT14uaZ,0,Higher Power,7tyfFfaV1Hu8LaE68T4F3W,2016-10-21,album,204160,False,8,1,0.301,0.968,5,-5.899,1,0.136,1.51e-06,0.875,0.177,0.115,169.949,4cZrrRepAtoNsbgK7sGkE6,spotify:artist:4cZrrRepAtoNsbgK7sGkE6,"['blackened hardcore', 'finnish metalcore']",0
513,LONDBOY,sayonarasekai,51VypwNSiLOTZzi2RUrev9,0,iris (Btype),2m2A6hPT9tHKqU1KNDYUY8,2016-03-09,single,261794,False,2,1,0.415,0.934,0,-0.864,1,0.0494,6.19e-06,0.145,0.351,0.382,116.887,6NBQvBZRtQTLHC16z5b3vy,spotify:artist:6NBQvBZRtQTLHC16z5b3vy,[],0
514,Le Son Du Placard,Cognac - Original Mix,0sf8RPCyM7aP7XpGC933Xv,0,Centre Ville,3qyV1X4PfcERsWDFZ30Eu9,2016-04-25,single,403809,False,3,1,0.822,0.624,6,-8.11,0,0.0572,0.00203,0.82,0.0962,0.616,125.994,0g2hONkPFY1FbTjSYMwXC6,spotify:artist:0g2hONkPFY1FbTjSYMwXC6,"['french techno', 'psytech']",16
515,Anup Jalota,Chalo Re Mann,06cDRqeUbd2fnnsbH8KLEW,0,Ram Ratan Dhan Payo,0BUHgjBQ5bhCyd9BSypmv2,2016-04-09,compilation,341655,False,10,1,0.698,0.494,9,-11.424,0,0.0537,0.517,0.0,0.0906,0.761,78.998,3kzGeGPP5gd5KAMm6QggHV,spotify:artist:3kzGeGPP5gd5KAMm6QggHV,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",44
516,Douglas Nelson,Amazing Grace Boogie,600viFIXJAuSo7tqSgJNeg,0,This Fleeting Breath,5n31Q6elOXcuFzGKBejBEi,2016-02-29,album,165226,False,1,1,0.706,0.907,1,-7.815,0,0.0799,0.0166,0.746,0.144,0.827,111.964,0S46IotWZzcQrY9mUVE9AG,spotify:artist:0S46IotWZzcQrY9mUVE9AG,[],0
517,Mo Swaen,Money Change People,5ELmWvjX9aM0YP3Mb1nK3V,0,Money Change People,0iOh84jjLQM0xquLC6FZub,2016-05-13,single,247893,False,1,1,0.538,0.519,3,-7.43,0,0.0356,0.172,0.0,0.0849,0.118,121.781,3hBt62BQDnLfgwSQ76R8XY,spotify:artist:3hBt62BQDnLfgwSQ76R8XY,[],0
518,Dana & Brad,Santa Baby,5v89IAFOAeFQ8aSJjYKkjI,0,Santa Baby,0ZyU2fFwxVqfxDZ9WYvrzn,2016-12-02,single,188525,False,1,1,0.762,0.36,10,-13.526,0,0.132,0.394,0.0,0.109,0.499,89.988,7eeh4wHG9Uw1ZSozfjCrMS,spotify:artist:7eeh4wHG9Uw1ZSozfjCrMS,[],0
519,Saiddy Bamba,Máquina de Furar,31xUh2z7bhgw3iAF68pcIZ,0,"Ao Vivo em Muritiba, BA 2016",1tFOUcsKQv7JO7QJkgEBfB,2016,album,308088,False,5,1,0.607,0.668,0,-9.442,1,0.0899,0.743,0.000145,0.437,0.785,146.191,5pp7mee0kN21auDDsXJnEG,spotify:artist:5pp7mee0kN21auDDsXJnEG,"['axe', 'pagode baiano']",30
520,Wzy,Zé Dibuia (Skit) - Ao Vivo,1Xttj8oD36jdrZEJ7m26xc,0,Visão Noturna,4twT2uVOHpwbUWAmocfzA6,2016-08-31,album,68483,False,9,1,0.733,0.474,7,-14.634,1,0.905,0.431,0.0,0.352,0.566,118.98,2A84hAwjWVqKuEytQylDTX,spotify:artist:2A84hAwjWVqKuEytQylDTX,[],6
521,Sally J. Morgan,Don't You Just Leave Me,4h8K06T2Tl3qXFmhNDV6jZ,0,Don't You Just Leave Me,08LT7dOJ3TaVa4gYh6q5Qc,2016-02-10,single,246613,False,1,1,0.578,0.457,11,-10.195,1,0.0523,0.862,3.24e-06,0.347,0.571,86.847,6UC42tc3VvgTOh53y9iYnO,spotify:artist:6UC42tc3VvgTOh53y9iYnO,[],0
522,Edinélto Linhary,É Hoje,5lKgXic0eKVU92PC3l3IX3,0,Diferente,6AFobNdyCChc79CpQFmcpd,2016-07-20,album,179617,False,6,1,0.672,0.79,5,-4.024,1,0.0435,0.334,0.0,0.206,0.615,118.892,3WxTFAykUTuQ484yiI7AUq,spotify:artist:3WxTFAykUTuQ484yiI7AUq,[],3
523,Lizzy Ross,Quick Dream,0bJnpdiUCAvCUMpAI9w3Y0,0,Violet Bell,08WilH4wMqpbF0P0HFfxUo,2016-06-21,album,288773,False,9,1,0.399,0.288,9,-8.663,1,0.0383,0.864,5.72e-06,0.472,0.21,122.756,3DHc4zB8NemAsKuMvRnrFq,spotify:artist:3DHc4zB8NemAsKuMvRnrFq,[],1
524,Kate Russell,Smoke in the Mirror,3oiF1JUQKW5gBE3hWAmCVq,0,Give Your Love to Me,6Du7RL8qLSaZO3lE9SgVZx,2016-02-03,album,225855,False,5,1,0.479,0.642,2,-8.188,1,0.0308,0.0175,2.04e-05,0.103,0.833,203.954,2ZPqvdncVoOePG2cZpMk1V,spotify:artist:2ZPqvdncVoOePG2cZpMk1V,['country dawn'],0
525,Ultraklystron,Cupcake,1DCcvEqru2MJIu2Hiu20tr,0,Music for Tablets Numbers,5cqphYkIAqOnuesQ8LyATF,2016-02-16,album,275230,False,5,1,0.795,0.363,5,-11.957,0,0.0531,0.811,0.915,0.102,0.116,129.997,3oZ7SsUW4wmvVLlRrbwadH,spotify:artist:3oZ7SsUW4wmvVLlRrbwadH,['nerdcore'],1
526,Jean-Marc Giffin,Join Kaargra Warfang’s Bloodsworn,70wWewCrlBmlhuJnrJsDzI,0,"Sentinels of the Multiverse: The Soundtrack, Vol. 5 (Wrath of the Cosmos)",1FZ7EpNzBBA52pJoNWBqSm,2016-06-07,album,91636,False,5,1,0.266,0.63,9,-8.475,0,0.0389,0.495,0.916,0.315,0.394,146.936,0jvzItZunyhpbzoU8LNQG9,spotify:artist:0jvzItZunyhpbzoU8LNQG9,[],11
527,White! Noise,Tantric Sleep,0HMD1JEzCJy4dQD1to2m7o,0,"Background Music for Sleep – Calming Sounds for Sleep and Total Relaxation, Pure Healing, Positive Music for Night",0cSayBoeXjotgwoiFDexoh,2016-09-21,album,214737,False,15,1,0.0646,0.0176,3,-30.486,1,0.0509,0.996,0.965,0.108,0.0702,60.444,6M2XOhyYiCY9HG4I4mPgW1,spotify:artist:6M2XOhyYiCY9HG4I4mPgW1,['white noise'],29
528,George d'Einaudio,Prajñā (New Age Music),48I7Ui72lSgA6BpHuK0Qy9,0,Stop - Music for Anxiety,6uoPqoENQVPeBjDROCCwts,2016-06-15,album,276897,False,19,1,0.34,0.104,0,-20.959,1,0.0372,0.995,0.932,0.103,0.077,78.15,38bQiw3OKXYq02EOzqrFDq,spotify:artist:38bQiw3OKXYq02EOzqrFDq,[],13
529,Baby Deep Sleep Lullabies,Good Night,0Ossa7qBiujB9hzDTKf0Za,0,"Soothing Baby Lullabies – New Age Relaxing Music for Babies to Calm Down and Fall Asleep, Natural White Noise",6pZQbHwy6y30GvfdNcGkCv,2016-06-10,album,241207,False,13,1,0.177,0.0628,9,-17.245,0,0.0415,0.862,0.907,0.131,0.122,183.497,5zcDxuPJsDhRdDBS1yweKD,spotify:artist:5zcDxuPJsDhRdDBS1yweKD,['lullaby'],12
530,Umspannwerk,Jenyec - Organic Frequencies,3WcY8puTzWLfcZ615T1BvW,0,Low Battery (The Sound of Silence),7uTQO6CdQ98Bj8kKZgb3mp,2016-11-11,single,222650,False,5,1,0.674,0.356,10,-12.546,0,0.0393,0.876,0.489,0.11,0.88,166.021,2jLntShFvECg045Nk3a2bx,spotify:artist:2jLntShFvECg045Nk3a2bx,[],0
531,Ras Sheehama,Midnight,14bgMWHN5L7nQ3y2pJweGh,0,"African Central, Vol. 17",5ccLBYC6oYe9C2LRG9YHud,2016-09-12,compilation,243000,False,4,1,0.805,0.651,9,-7.212,0,0.0634,0.455,0.000353,0.116,0.906,97.978,2iBxUWWek0Ufx0yVVYUbSF,spotify:artist:2iBxUWWek0Ufx0yVVYUbSF,"['african reggae', 'namibian pop']",3
532,Irma Thomas,TIME IS ON MY SIDE,1RmSsugNHY7eQAQCkHrn1O,0,Blues & Lonesome Road,02gRB71FAFb0a138NzsCO6,2016-12-02,compilation,176866,False,29,1,0.431,0.641,0,-10.672,1,0.032,0.0367,0.0979,0.164,0.512,96.031,01Z8Z9K54zewyP04ZfGLSv,spotify:artist:01Z8Z9K54zewyP04ZfGLSv,"['classic soul', 'louisiana blues', 'new orleans blues', 'new orleans soul', 'southern soul']",46
533,Sleep Rain,Sleep Rain: Sleep Tight,2FgKcqKjPlUG44O2u9ZGBq,0,Water Sounds : White Noise,3XdCmzxmTab1llVIIrXriB,2016-06-06,album,87453,False,37,1,0.0738,0.903,1,-16.173,0,0.0645,0.0233,0.969,0.423,0.0025,172.725,20MSN0xq2jLT4xmIGcSBl9,spotify:artist:20MSN0xq2jLT4xmIGcSBl9,"['environmental', 'sleep']",30
534,Roc Chen,"Suspense, Pt. 3 (Revive)",2GwEBmb8ESj5wnQMyLumcV,0,Revive (Original Series Soundtrack),2ilvjSQ3u5KFf45hKCM0Xe,2016,album,133109,False,22,1,0.154,0.0899,4,-29.939,1,0.0365,0.369,0.942,0.0832,0.0347,138.128,5XFVantXu2sd3CQ5xY1WW4,spotify:artist:5XFVantXu2sd3CQ5xY1WW4,['chinese soundtrack'],30
535,Antonín Dvořák,"Piano Trio No. 3 in F Minor, Op. 65, B. 130: II. Allegro grazioso - Meno mosso",3cwHK8DNVniJxrUleIXwlZ,0,The Czech Album,7n2Vdg3vP8xMLZdD1JWGKj,2016-07-08,album,419283,False,2,1,0.274,0.0508,1,-21.897,0,0.0388,0.966,0.744,0.124,0.2,76.314,6n7nd5iceYpXVwcx8VPpxF,spotify:artist:6n7nd5iceYpXVwcx8VPpxF,"['classical', 'czech classical', 'late romantic era']",59
536,Amelia Bellerin,"Mozart: Sonata No. 13 in B-Flat Major for Piano, KV. 333 II. Andante Cantabile",0xqlGvs8Xxzj0UfJTbkej6,0,Bedtime Baby Sounds,0lEpSQSomGhDWGnW5TvtlZ,2016-05-07,album,249029,False,17,1,0.628,0.0357,2,-25.757,1,0.0418,0.995,0.887,0.126,0.224,76.639,4IynsUc0azMNZh4QeAKJVJ,spotify:artist:4IynsUc0azMNZh4QeAKJVJ,[],17
537,Annan Jazz Von,Never Having My Eyes Leaving You V.1,72WzqgmdPdvpQiRn8pMb9f,0,"My Diary P.S. Anna, Autumn",41OscSRQ5zbLNDuBx5GRcF,2016,album,1162110,False,13,1,0.221,0.733,1,-8.61,1,0.0981,0.00532,0.0896,0.141,0.134,88.996,4vbbRhlDQwMpX6xIFJ62Tb,spotify:artist:4vbbRhlDQwMpX6xIFJ62Tb,[],0
