,artist_name,track_name,track_id,popularity,album_name,album_id,album_release_date,album_type,track_duration_ms,explicit,track_number,disc_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_id,artist_uri,artist_genres,artist_popularity
57,Charlie Parker,Okiedoke,5bhFrdddrahPnWXJgQPDJv,8,Unheard Bird: The Unissued Takes,3NshNBpoAYeMTestITa6OJ,2016-01-01,album,185253,False,5,1,0.594,0.734,10,-6.849,1,0.0438,0.919,0.68,0.199,0.73,106.512,4Ww5mwS7BWYjoZTUIrMHfC,spotify:artist:4Ww5mwS7BWYjoZTUIrMHfC,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz saxophone', 'vocal jazz']",49
58,Teddy Mac - The Songaminute Man,Quando Quando Quando,3K0v9tKHCHKDD2xP3sGuqs,8,You Make Me Feel So Young,0yldeMnxrJq629VGTwjVDp,2016-09-23,single,161493,False,2,1,0.468,0.385,0,-9.833,1,0.035,0.765,5.16e-05,0.0877,0.785,110.012,31CjFIEe1INjmLACieIpLF,spotify:artist:31CjFIEe1INjmLACieIpLF,[],1
59,Diabel Cissokho,Boumoulendem,2DojgTkoidG3SYu0b5QS7L,7,Tambacounda Express,4mxSbEFeB52dGDu9JhTfAk,2016-08-22,album,211493,False,9,1,0.639,0.812,6,-8.277,0,0.0883,0.755,0.0943,0.0795,0.964,93.607,2QZiZR6pxRt4ZIqOBAaEkm,spotify:artist:2QZiZR6pxRt4ZIqOBAaEkm,['griot'],7
60,Tony Osborne,Springtime in Paris,6UPP5vS7eCPewsLRAuicPx,7,Springtime in Paris: French Café & Gypsy Jazz Bistro Favorites from France,2JUTP1bg10gn7W4AwZa6pB,2016-06-15,compilation,159221,False,1,1,0.71,0.371,0,-10.485,1,0.038,0.249,8.98e-06,0.104,0.931,91.099,1ZoVbcOhPwvtwiBJ0xP3ge,spotify:artist:1ZoVbcOhPwvtwiBJ0xP3ge,[],7
61,Midnite String Quartet,Under the Bridge,5ATRfuSzKt6ssIiLrQ5Aq4,7,MSQ Performs Red Hot Chili Peppers,0K2ImpeTw7mIrNgfj2yCqG,2016-07-22,album,288864,False,2,1,0.233,0.154,4,-18.193,1,0.0417,0.972,0.949,0.146,0.179,67.01,648dUUIlz7RSeg3O8CbTat,spotify:artist:648dUUIlz7RSeg3O8CbTat,['bow pop'],49
62,Erised,Avenue,4bRBvJHY0ktW4yR4871GFy,7,Shine,17ApKkuDtCRguOf7GOKYUG,2016-04-28,album,174210,False,7,1,0.321,0.169,7,-20.722,1,0.0454,0.501,0.0,0.322,0.356,86.055,7zRJwE01Pk4CF25AhVOK49,spotify:artist:7zRJwE01Pk4CF25AhVOK49,[],28
63,"Eli ""Paperboy"" Reed",Eyes On You,0UAusU65zEoXngNKJHkHs1,7,My Way Home,2QD43iWSd7jsGqKpgbp6RI,2016-06-10,album,204826,False,7,1,0.532,0.798,7,-1.905,0,0.0258,0.437,0.00158,0.278,0.876,102.982,37D1QyrEFNkcv0f62xo46x,spotify:artist:37D1QyrEFNkcv0f62xo46x,['funk'],31
64,Lord Infamous,Out There,5y1e3AFtr9G1f1oCV0uTTl,7,Anarchy,5RqrGRLGF7jU74h7VXaZ3X,2016-09-20,album,240871,True,4,1,0.631,0.888,4,-3.277,0,0.0487,0.098,0.0,0.669,0.233,120.076,59NQEIzm6FCUdg7F5NOf9b,spotify:artist:59NQEIzm6FCUdg7F5NOf9b,"['crunk', 'memphis hip hop']",33
65,Michael,Se chalew - Remix,4ZzKTaR7EicjTYVPBoxouY,7,Se chalew (Remix),7iMxRz76JYsQfnCWOXzbCT,2016-06-28,single,231264,False,1,1,0.675,0.715,7,-8.053,0,0.0549,0.0812,0.0107,0.0692,0.72,171.992,1ognVtITaGryRLo0lGgKY9,spotify:artist:1ognVtITaGryRLo0lGgKY9,[],16
66,Fredrik Boltes & Partiet,Du och jag mot världen,0nLzajqH5Jq1tdaoqlVmcI,6,Upp Till Dans,4c32WP68tcyLfaEHktqmGu,2016-02-25,album,320693,False,5,1,0.652,0.752,10,-5.209,0,0.123,0.161,0.000168,0.335,0.844,126.847,335e944yevEf6rnPVpEzAc,spotify:artist:335e944yevEf6rnPVpEzAc,['swedish reggae'],16
67,Optic Nerve,Jazzy Circuitry - Original Optic Nerve Mix,2gRpRQ0RKTHEN9TeGoxBaR,6,Celestial Encounter EP,4HFnMdIy2D5zhjyVzicDEw,2016-03-14,single,285489,False,4,1,0.793,0.863,7,-7.978,0,0.04,0.00834,0.273,0.249,0.313,125.02,5X7zdFdmNZuBcRKpwr4Vec,spotify:artist:5X7zdFdmNZuBcRKpwr4Vec,['bleep techno'],4
68,CloZee,Revolution - The Digital Connection Remix,6pO1RVp9RcwtoJA8YlbxJg,6,Revolution Remixes,03txL0Vtcw3CIFbi1GqqHg,2016-05-31,album,329882,False,7,1,0.625,0.725,9,-7.284,1,0.112,0.123,0.383,0.13,0.272,170.031,1496XxkytEk26FUJLfpVZr,spotify:artist:1496XxkytEk26FUJLfpVZr,"['downtempo bass', 'electra', 'glitch hop']",49
69,Diana Gabaldon,"Outlander - Ferne Ufer, Kapitel 428",29XplWynQcp4NSVhRzXrEw,6,Outlander - Ferne Ufer (Ungekürzte Lesung),2IHFHDZ9f8oefdpQPxiBms,2016-10-27,album,285709,False,102,3,0.709,0.261,0,-16.838,0,0.953,0.291,0.000112,0.265,0.279,127.962,67uh5Ts8aUhYmA7AcnUqPe,spotify:artist:67uh5Ts8aUhYmA7AcnUqPe,[],49
70,Walter Trout,Serve Me Right To Suffer - Live,2QNgKQMpENOjDDMHxBDzUA,6,ALIVE in Amsterdam (Live),4pRg0QL8BBda1Z58T56NWw,2016-06-17,album,607386,False,5,2,0.339,0.884,11,-6.347,0,0.24,0.022,0.662,0.981,0.156,112.359,12LgviUQ9DbfYJJ9niDWRq,spotify:artist:12LgviUQ9DbfYJJ9niDWRq,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'southern rock']",38
71,12os Pithikos,Ligo Pio Konta,1HrI9b51AHd6ePhvLaH4yJ,6,Skepseis Sto Tsimento,4hUj77ak3SSjnHdkJByiiF,2016-10-27,album,277200,True,6,1,0.495,0.922,2,-3.943,0,0.29,0.353,0.0,0.0853,0.592,76.69,6YZmV2xFddssAVfrSu1sfI,spotify:artist:6YZmV2xFddssAVfrSu1sfI,"['greek hip hop', 'greek trap', 'greek underground rap']",46
72,Diana Gabaldon,"Outlander - Ferne Ufer, Kapitel 499",1qf8Jcgl0nAmmhStPtfiqL,6,Outlander - Ferne Ufer (Ungekürzte Lesung),2IHFHDZ9f8oefdpQPxiBms,2016-10-27,album,304208,False,11,4,0.659,0.25,1,-16.832,1,0.96,0.394,1.53e-05,0.167,0.333,93.211,67uh5Ts8aUhYmA7AcnUqPe,spotify:artist:67uh5Ts8aUhYmA7AcnUqPe,[],49
73,The Laurie Berkner Band,My Family,3wXV61wVwfAj1H7DZhCYeN,6,Love,2wvyDxmNq1e5Z90bycGWP1,2016-01-29,album,196824,False,4,1,0.807,0.617,3,-6.244,1,0.0668,0.192,0.0,0.0536,0.811,88.01,6T2pk5T8c4Wi61x1v84sUa,spotify:artist:6T2pk5T8c4Wi61x1v84sUa,"[""children's music"", 'kindie rock']",53
74,Karen Kuehmann,Am Kreuze meines Heilands,5Zt8y3WHZU8tIkr80rkenC,5,Frieden mit Gott (Musik zur Ehre Gottes mit Klavier & Flöte),4elrnEICpdblBl32JckbuM,2016-02-01,album,162622,False,3,1,0.313,0.0623,0,-21.402,1,0.0375,0.987,0.916,0.113,0.119,80.42,1eOfFbPDU9ptV2GkeL3OQm,spotify:artist:1eOfFbPDU9ptV2GkeL3OQm,[],2
75,Joser Fyu,Aquí Estaré,1889V24m1FSg8T9v34Ctwd,5,Aquí Estaré,5ib7vbJc2XvKJavXr1aswq,2016-05-08,single,223670,False,1,1,0.62,0.94,4,-3.258,1,0.0447,0.378,0.000422,0.385,0.683,171.971,3FUMtKLEfha2CkZhhSqXv5,spotify:artist:3FUMtKLEfha2CkZhhSqXv5,['salsa urbana'],22
76,Jordan McIntosh,Steal Your Heart,5eW7xiGEA3lZvaWdNADEaE,5,Steal Your Heart,7fJ0oDYDXtQqdE8yf4IC4j,2016-04-25,album,201960,False,1,1,0.497,0.678,2,-5.474,1,0.0351,0.00809,0.0,0.36,0.208,153.827,170QhrG8m6QQ5YmAZi8R1B,spotify:artist:170QhrG8m6QQ5YmAZi8R1B,['canadian contemporary country'],7
77,Cosmic Gate,am2pm - Extended Mix,5k3tQ3BzKKn0iS3RQT379W,5,am2pm,1RC1526OPvNbmjNzWppFgW,2016-03-25,single,382549,False,1,1,0.541,0.868,4,-5.737,1,0.0522,0.00571,0.894,0.37,0.0958,127.964,6ySxYu68zTsO5ghsThpGtS,spotify:artist:6ySxYu68zTsO5ghsThpGtS,"['german techno', 'german trance', 'progressive house', 'progressive trance', 'trance']",50
78,David Sides,Without You,0ioqAdfTsJ2WNmb4szHeTB,5,"The Collection, Vol. 4",1EhgPwHK8F0xQeJCUuIVyO,2016-01-01,album,228207,False,15,1,0.52,0.2,2,-20.984,1,0.05,0.963,0.823,0.0887,0.741,121.998,1ePwwXACbuCyaG0gFygsZM,spotify:artist:1ePwwXACbuCyaG0gFygsZM,['piano cover'],25
79,Gil Joe,Be Alright,7kgRblgm3OK1z7rc4KfVYq,5,Maturity,3hq36f9g8Bygm9Ag04bGpC,2016-11-05,album,213416,False,4,1,0.52,0.634,5,-5.621,1,0.198,0.294,0.0,0.146,0.858,173.448,7wEZIbeR4EyyHKhMEvBo5h,spotify:artist:7wEZIbeR4EyyHKhMEvBo5h,['christian afrobeat'],30
80,Steve Aoki,Back 2 U (feat. WALK THE MOON) - Felguk Remix,46H2fwyqosDUnNusAzgzoW,5,Back 2 U (feat. WALK THE MOON) [Remixes],5sFrSXuKVYJfRsWoAfR4hc,2016-08-05,single,237096,False,5,1,0.69,0.888,10,-3.241,1,0.139,0.194,0.0,0.0876,0.687,124.007,77AiFEVeAVj2ORpC85QVJs,spotify:artist:77AiFEVeAVj2ORpC85QVJs,"['edm', 'electro house', 'pop dance']",69
81,TerazMy,Nasz Rytm,414wFXESBFkbokFj5LpjQS,5,Nasz Rytm,1NDcT4ZulRWTlFkLRGG5EW,2016-01-01,album,190240,False,8,1,0.466,0.949,5,-3.54,1,0.0788,0.0396,7.12e-06,0.295,0.653,182.111,54tVNrfFu7r1PjWe46UoaO,spotify:artist:54tVNrfFu7r1PjWe46UoaO,['classic disco polo'],30
82,松田彬人,イントロダクション,1TVgiKxaCr0hv5TzDoMLHS,5,『劇場版 響け！ユーフォニアム～北宇治高校吹奏楽部へようこそ～』オリジナルサウンドトラック「Reflection of youthful music」,3agHwHTJ0sq5Gr55uQITHo,2016-04-27,album,75653,False,5,1,0.908,0.071,8,-20.348,1,0.104,0.903,0.92,0.0957,0.502,124.283,4M3dmIzlttQpX4aiJwb2z1,spotify:artist:4M3dmIzlttQpX4aiJwb2z1,[],30
83,Jacky Terrasson,Lover Man,27cf8BNdXQHIb38UE2POjq,5,Mother,5zhMCPkkIzTtOdfLQTvog7,2016-09-02,album,289226,False,3,1,0.436,0.151,2,-14.518,0,0.0501,0.993,0.915,0.0856,0.335,77.796,2I5A4xP3QGJEDKGhhXMAVr,spotify:artist:2I5A4xP3QGJEDKGhhXMAVr,"['german jazz', 'jazz piano', 'modern jazz piano', 'straight-ahead jazz']",37
84,John Sinclair,"Kapitel 14 - Tonstudio Braun, Folge 32: Ich jagte ""Jack the Ripper""",2h8vO5jZhxq0ftbBFEPGUY,4,"Tonstudio Braun, Folge 32: Ich jagte ""Jack the Ripper""",4S2X3eKVm8aToMCdIzDQL4,2016-06-23,album,180010,False,14,1,0.614,0.558,0,-11.712,0,0.883,0.909,1.12e-06,0.723,0.562,130.545,6lly2jn9MqaxaWRrkEzOsJ,spotify:artist:6lly2jn9MqaxaWRrkEzOsJ,['hoerspiel'],55
85,Shadowy Men On A Shadowy Planet,Hunter S. Thompson's Younger Brother,5y6TROtZHpAKglILzEWUdg,4,"Dim the Lights, Chill The Ham",5OyeO1ZcPRba7OBNgp0i2U,2016-09-16,album,114266,False,16,1,0.324,0.983,2,-5.786,1,0.0636,0.000101,0.922,0.512,0.736,145.93,5yCw7sKcajh0GkApBQh1yO,spotify:artist:5yCw7sKcajh0GkApBQh1yO,"['instrumental rock', 'surf music']",22
86,Jonathan Sarlat,Tokyo Dreams,3qEX0rYNNRLaDOQWbHomrh,4,Vinyasa Yoga Class Music,1U4vL6JRfoubxKWntRGh88,2016-03-20,compilation,257274,False,15,1,0.566,0.733,5,-12.244,1,0.0444,0.503,0.811,0.125,0.323,180.021,3HQVbTbMfY4a4Ql2YuoK5i,spotify:artist:3HQVbTbMfY4a4Ql2YuoK5i,[],24
87,Americania,Devolver,2lVdrJQQAucm3LiuaC0t1N,4,Sigo,4KymaFznRQ8IpYPeYiiDXM,2016-02-18,album,156874,False,8,1,0.643,0.707,2,-6.687,1,0.0362,0.0124,1.02e-06,0.0708,0.369,114.986,2lMqHIGk2hUnh09kmpYGAP,spotify:artist:2lMqHIGk2hUnh09kmpYGAP,"['caracas indie', 'venezuelan indie', 'venezuelan rock']",19
88,Rosetta Howard,The Candy Man,2fY9QzEq66p9CTEZOYvlun,4,Sex & Blues,5HedzYkArmlfyuRaxME2vp,2016-08-16,compilation,175000,False,1,1,0.636,0.223,5,-13.818,1,0.0367,0.989,0.000285,0.074,0.705,104.723,1T9Po16Q4nCR2pmguMEmkX,spotify:artist:1T9Po16Q4nCR2pmguMEmkX,['classic female blues'],4
89,Famous Last Words,The Relentless (Instrumental),3XsRjftUFyHZx8mdlLTn7V,4,Two-Faced Charade (Instrumentals),3bLEi8Qf4XICpugY0tmTa9,2016-08-26,album,207096,False,3,1,0.388,0.923,8,-5.266,1,0.0522,2.03e-06,0.852,0.27,0.49,155.005,3rxPTMtxVQKNAbBBl6cQrw,spotify:artist:3rxPTMtxVQKNAbBBl6cQrw,"['metalcore', 'post-screamo', 'screamo']",38
90,The Aggrovators,Six Million Dollar Version,1GBKWZ788s1MfUZoNhBLiK,4,Dubbing At King Tubby's,6hhGe1DpB1k9JM2bZQGkOF,2016-06-24,album,192866,False,13,1,0.771,0.5,7,-7.071,1,0.0352,0.0107,0.824,0.275,0.712,130.968,2qX63C7rYqUDrY3CD7sbUm,spotify:artist:2qX63C7rYqUDrY3CD7sbUm,"['dub', 'early reggae', 'reggae', 'rocksteady', 'roots reggae']",34
91,Pure Jazz,Talking About Piano Jazz,49PCVh3LZXrILVmWxuebbW,4,Cocktail Bar Piano Jazz (Vol1),7eI5GkfDeG03AlZS2hsdeO,2016-10-18,album,108669,False,18,1,0.735,0.207,5,-19.236,0,0.0315,0.851,0.717,0.0989,0.515,90.139,68GfANGZkheoPFeud1r6Jy,spotify:artist:68GfANGZkheoPFeud1r6Jy,[],2
92,MakeWar,Distractions,3Olw4IO7sQQJLdlwS2l0eY,4,Developing a Theory of Integrity,74aiVdW1ZtRYfvTnhqidC6,2016-10-07,album,255266,False,9,1,0.423,0.96,9,-6.676,0,0.0677,2.93e-05,0.0369,0.205,0.537,178.043,0dZUiHIO2BUomz0xwglFiW,spotify:artist:0dZUiHIO2BUomz0xwglFiW,"['5th wave emo', 'orgcore']",24
93,Shadowy Men On A Shadowy Planet,Hunter S. Thompson's Younger Brother,5y6TROtZHpAKglILzEWUdg,4,"Dim the Lights, Chill The Ham",5OyeO1ZcPRba7OBNgp0i2U,2016-09-16,album,114266,False,16,1,0.324,0.983,2,-5.786,1,0.0636,0.000101,0.922,0.512,0.736,145.93,5yCw7sKcajh0GkApBQh1yO,spotify:artist:5yCw7sKcajh0GkApBQh1yO,"['instrumental rock', 'surf music']",22
94,Simon André,Bravos 2017,5GxZQPJj9xpQmn5vk6EHIG,4,Bravos 2017,3cWomb4Ak1BvOc4uBBtLTa,2016-11-16,single,189187,False,1,1,0.569,0.829,1,-5.317,1,0.0832,0.0224,1.44e-05,0.323,0.365,169.967,3KZDZv6R8K2wLrhVFpcvsf,spotify:artist:3KZDZv6R8K2wLrhVFpcvsf,['russelater'],21
95,Hangar,Beauty in Disrepair,07GyAaPgUZAXUJBNDauy9h,4,Stronger Than Ever,6Br1Gij9dWoEVb31WVrxi5,2016-10-15,album,446160,False,7,1,0.527,0.917,10,-5.46,0,0.0489,3.66e-05,0.0284,0.0527,0.694,160.029,073v2aQjS8tVeaUsp86lkd,spotify:artist:073v2aQjS8tVeaUsp86lkd,"['brazilian metal', 'brazilian power metal', 'brazilian progressive metal', 'metal gaucho', 'progressive power metal']",26
96,Abney Park,No Way Out,01q2g3TOsaFjy4mLA4hQKk,4,"Under the Floor, Over the Wall",4z2A3QOCcFZUPsecNF5QjY,2016-11-05,album,309066,False,6,1,0.559,0.882,0,-5.558,1,0.0351,1.15e-05,0.855,0.0645,0.761,129.969,0Wv385aRvyuQLODQLsT8Zl,spotify:artist:0Wv385aRvyuQLODQLsT8Zl,"['dark cabaret', 'steampunk']",31
97,Oliver Pätzold,"Kapitel 120 - Verlust - Die Letzten, Band 2",7cCQl6tLOmPfR5QBa1B6vM,4,"Verlust [Die Letzten, Band 2 (ungekürzt)]",1jVwZWq2Bty1s2I4ZJDFjU,2016-12-15,album,181913,True,120,1,0.775,0.487,11,-14.81,0,0.911,0.495,0.0,0.47,0.608,101.645,79rJmJKK7GKeEdb5WZWyzu,spotify:artist:79rJmJKK7GKeEdb5WZWyzu,[],32
98,Marcus D,Mantra,6huV9uv7Cm69WtFfWgnFlb,3,Pink Lemonade,1XmOeJOpFfrFmljEkmfTVP,2016-09-06,album,240006,False,4,1,0.424,0.719,2,-6.996,1,0.0429,0.0154,0.536,0.354,0.0554,101.939,5LrXI2SwrD9P30B6CqOjNV,spotify:artist:5LrXI2SwrD9P30B6CqOjNV,['ambeat'],36
99,God Destruction,Bullshit,7nPplcm05RKpXixk4qjN8p,3,REDENTOR,7BlVK8K6S9JZbTJiOagnSZ,2016-02-16,album,301160,True,4,1,0.415,0.98,10,-4.127,0,0.43,0.000247,0.0232,0.101,0.235,115.078,6qq0jrVw1QSmukdCLSIxQQ,spotify:artist:6qq0jrVw1QSmukdCLSIxQQ,['aggrotech'],9
100,Sukshinder Shinda,Red Rose,4czcDCQacAQ6MegfzEKUG9,3,Red Rose,2K4dFy4HdeirggBC3sQsK0,2016-11-24,single,203660,False,1,1,0.72,0.971,11,-0.202,0,0.101,0.191,0.0,0.374,0.955,81.026,6Mp7fezR1NJNc7tnybKo18,spotify:artist:6Mp7fezR1NJNc7tnybKo18,"['bhangra', 'classic bhangra', 'punjabi pop']",41
101,Trikomoniasis Fournier,Bastardo Masoquista,3xPKhPxblCVB63EJg3vI2g,3,Live in la Vida Loca,3LYYTzwqHMzp9sGGanFbNg,2016-11-15,album,186906,True,10,1,0.387,0.928,9,-8.708,1,0.0679,0.0563,0.401,0.258,0.579,96.578,1paPbwoGK4T1sPNiwP5b1a,spotify:artist:1paPbwoGK4T1sPNiwP5b1a,"['goregrind', 'pornogrind']",13
102,Brain Drill,Cerebral Degeneration,0g4jYUkDgM4nHPgbLbBayR,3,Boundless Obscenity,2AfaxqWnGt7GIjsBbnj0pC,2016-07-02,album,217105,True,7,1,0.242,0.993,2,-3.158,1,0.213,0.000258,0.528,0.131,0.125,139.273,4948CgfBLxiqsviinvhuC4,spotify:artist:4948CgfBLxiqsviinvhuC4,"['brutal death metal', 'deathgrind', 'technical death metal']",11
103,Schalke FanChants,Hannover fällt,47bYw8NMwra4Ckh5Smdv5y,3,"Schalke: Fangesänge, Vol. 1",6bRxTxXbGIgNlUxGIWWUi9,2016-06-02,album,42350,False,27,1,0.442,0.86,1,-16.642,1,0.342,0.988,0.976,0.297,0.112,136.264,03MFbLJJ6mGfo2YLR4ld73,spotify:artist:03MFbLJJ6mGfo2YLR4ld73,['fan chant'],21
104,Evaldo Cardoso,Sentado na Praça - Ao Vivo,18zKktuIttCVmu73mtY9VQ,3,"Evaldo Cardoso, Vol. 1 (Ao Vivo)",4QswwD6rj3HnbAqRyODjl9,2016-12-08,album,166890,False,9,1,0.836,0.442,2,-15.735,1,0.0377,0.485,6.51e-05,0.149,0.898,117.448,2DtpbA2PokkDKwikUdryaZ,spotify:artist:2DtpbA2PokkDKwikUdryaZ,['brega'],19
105,Rachel Manuela Fomai,Iesu'e Ua Na'o Oe,4xZUi471RCFSI1JAhDUCha,3,Iesu'e Ua Na'o Oe,4b8rdQBW9CIGRgLNAaXBaB,2016-09-22,single,209005,False,1,1,0.768,0.454,4,-12.517,1,0.0353,0.187,0.0,0.0718,0.788,126.905,547yU5PDhZJ3DDADyB65IP,spotify:artist:547yU5PDhZJ3DDADyB65IP,[],3
106,Cody Wickline,Sweet Perfume,3aFrJHHuZVPBpXpwuVgTyb,3,Son of a Working Man,5blJa7bijimPx4xxp87AgB,2016-02-23,album,186757,False,2,1,0.592,0.255,4,-15.744,1,0.0279,0.011,0.0,0.117,0.22,97.061,1LmSWLWH1dyfVKPNHQlhaj,spotify:artist:1LmSWLWH1dyfVKPNHQlhaj,[],4
107,Hardeep Grewal,Jatt Zimidar,2aO8yEd43aOZMKPKEscYp6,3,Taare,6cDpEs5QS5Nl42vdzhUWpa,2016-11-12,album,184555,False,3,1,0.67,0.892,7,-1.868,1,0.0489,0.0583,0.0,0.191,0.775,90.052,43H2bU3Tpcw29Ndd0J5P7B,spotify:artist:43H2bU3Tpcw29Ndd0J5P7B,['punjabi pop'],39
108,Relaxing Spa Music,Asian Meditation Sounds,0yMd6s0HJ9p9LrARn6h3Kv,3,"Beauty Zone - Healing Music for Spa, Nature Sounds for Relax, Deep Meditation, Pure Music",72V0TWuNDpNSambyP4Xsm9,2016-12-14,album,279114,False,4,1,0.145,0.0577,5,-20.199,1,0.0525,0.949,0.935,0.097,0.151,72.713,7B8bzfiNYRSCKXElRPtWiE,spotify:artist:7B8bzfiNYRSCKXElRPtWiE,['spa'],48
109,Juancito Güenaga,Florcita de Mi Pago,3TfLTAnObKVa1S5lDhbh82,3,Ídolos,4Qy676SmJlsBy8Zugx1aQx,2016-12-26,album,143946,False,12,1,0.529,0.717,2,-5.202,1,0.055,0.665,4.94e-05,0.0253,0.974,168.959,0cR11jMRkNVBt2u2A0JSJG,spotify:artist:0cR11jMRkNVBt2u2A0JSJG,['chamame'],7
110,J. Albert,For Soho,4pP4RAgcHozBpy099gRWh9,3,Strictly J,2g07xbaBYuTeHtVfNsj1TB,2016-08-05,single,462652,False,4,1,0.58,0.94,10,-7.783,0,0.0792,0.0011,0.852,0.292,0.693,119.761,0tjC8HMcPx5o2ZYsWw5BNK,spotify:artist:0tjC8HMcPx5o2ZYsWw5BNK,['lo-fi house'],17
111,Frantic Rockers,Low Down Dog,6Nfh9zn14vobN4NZ0ZW6y2,3,Low Down Dog,1LDa747rqNaSmFe2DChCGP,2016-04-15,album,182266,False,2,1,0.6,0.854,7,-6.404,1,0.0625,0.178,0.0,0.0621,0.839,99.208,6lBtTgGlqUZwWMuGHccxhK,spotify:artist:6lBtTgGlqUZwWMuGHccxhK,['neo-rockabilly'],4
112,Juliana Reame,Vão Ver,05c83rfnc0a7nx5AAShUNG,3,Cruz do Meio,5v6qtxruxWgVEj01LHdTHc,2016-02-01,album,324961,False,4,1,0.561,0.759,1,-4.29,1,0.0407,0.279,0.0,0.149,0.661,151.978,1tcBFgHGRWBPshsGuxQUZG,spotify:artist:1tcBFgHGRWBPshsGuxQUZG,[],4
113,Vũ Luân,Phạm Lãi biệt Tây Thi,4RatSkm150ok7OMbrnTf9W,3,Lời tỏ tình dễ thương,4uPKEKKEFCQR6UeugLAqdW,2016-01-01,album,455945,False,2,1,0.279,0.391,2,-7.89,1,0.0331,0.774,0.0,0.364,0.275,173.426,5EnB7Kwj03adeTyw7klUtA,spotify:artist:5EnB7Kwj03adeTyw7klUtA,['tan co'],2
114,Maison Detente,Musique de Méditation,0WM8dWpXPOZo6UZTwOBLSc,3,"Musique pour la Respiration Profonde, Massage Holistique, Massothérapie et Reiki",6eiErUWcAFqwHY1t8Axjk8,2016-05-05,album,311333,False,32,1,0.0694,0.248,5,-17.79,0,0.0392,0.927,0.854,0.12,0.0804,49.017,5EcNYyH7y3umBbTqc5qnGR,spotify:artist:5EcNYyH7y3umBbTqc5qnGR,[],13
115,Relaxing Mindfulness Meditation Relaxation Maestro,Ray of Light,0T8gRcEoUdPTZQDLBaFH4v,3,Happy Brain - ストレス解消 勉強 やる気 ヨガ 効果 リラックス 音楽,4wjYRwBq3F4C3kJpnLLckp,2016-10-04,album,234800,False,8,1,0.274,0.00712,3,-27.455,1,0.0374,0.996,0.908,0.133,0.0755,140.101,1rpfZOYHHEVUgvQ7D575F9,spotify:artist:1rpfZOYHHEVUgvQ7D575F9,['mindfulness'],25
116,Homemade Weapons,Spasmolytic,4VAFocOlu3Mo5KgHHmtjHf,3,Negative Space,7D5XCmu1rCIgLffKCj1w12,2016-12-02,album,345423,False,2,1,0.72,0.906,2,-7.915,1,0.0824,0.000293,0.912,0.0936,0.0356,86.011,1UW5eP8ZIX1HKGGi5jXSB6,spotify:artist:1UW5eP8ZIX1HKGGi5jXSB6,"['deep dnb', 'drumfunk', 'stateside dnb']",11
117,Karaoke Juice,PILLOWTALK - Instrumental Mix,1W5I5NWilI4n1Yqg7L7qB0,2,PILLOWTALK (Originally Performed by ZAYN) [Karaoke Versions],67069mIVXH5FFhGTFWjVKV,2016-02-10,single,210076,True,1,1,0.786,0.457,11,-9.333,1,0.0519,0.0144,0.8,0.0949,0.232,124.995,4z96MRFnWgngWUtIOGzZgs,spotify:artist:4z96MRFnWgngWUtIOGzZgs,['karaoke'],3
118,Luc Plamondon,Visite de Frollo à Esmeralda (Karaoke Version),79Ix8L4WZ4msFzIHla0wrv,2,Notre Dame De Paris - Karaoke - Volume 4/5,0DtmelMxS1Zu3hE9WuiOyx,2016-07-18,album,75133,False,8,1,0.452,0.116,7,-21.353,0,0.0298,0.786,0.91,0.121,0.0508,89.985,7J8hpLtrVTGz6ZC5JMxepc,spotify:artist:7J8hpLtrVTGz6ZC5JMxepc,[],6
119,Rick & Bubba,Bubba Mourns Pete Van Mieren... A Little Late,5h3tB53PxAYGHmGCXnF1Oy,2,Wow! What a Wheel!,4i13Cjl1Nhr4lKiBmOcop3,2016-03-04,album,452573,False,5,1,0.72,0.311,7,-10.288,1,0.928,0.903,0.0,0.0977,0.795,115.695,3kwgO7of3NZcCCNBMFzdXy,spotify:artist:3kwgO7of3NZcCCNBMFzdXy,[],23
120,KOOL A.D.,Eroika,7oHfaUaBRFQ1xyD0Bee8R7,2,19,2yo2FnRpukMtXQGl2qheLZ,2016-04-01,album,201456,True,2,1,0.67,0.682,11,-4.047,1,0.0894,0.193,0.0,0.141,0.623,112.02,6Xnvmw6KieZ1nVs0YdWemQ,spotify:artist:6Xnvmw6KieZ1nVs0YdWemQ,['experimental hip hop'],25
121,Yo Gotti,Fuck Em,3xFOOTaAMXGFLbmpNOQ3Sw,2,"The Dab Chronicles, Vol. 2",5Tengl2aBavPcgV5KoEUwv,2016-01-08,compilation,132388,False,11,1,0.705,0.666,8,-5.778,1,0.173,0.00958,0.0,0.735,0.337,120.217,6Ha4aES39QiVjR0L2lwuwq,spotify:artist:6Ha4aES39QiVjR0L2lwuwq,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",62
